loss,make_id_loss,model_id_loss,make_id_accuracy,model_id_accuracy,val_loss,val_make_id_loss,val_model_id_loss,val_make_id_accuracy,val_model_id_accuracy,lr
12.53851795,5.089413643,7.449109077,0.008646845,0.000530947,13.8773737,5.847881317,8.029495239,0.00764974,0.000748698,1.00E-06
11.72998047,4.435191631,7.294780731,0.044772886,0.001809553,44.80229187,16.97204781,27.83021736,0.065169275,0.004199219,0.0166675
10.43260288,3.936415434,6.496190071,0.090911061,0.008256761,10.83323479,4.224796772,6.608431339,0.108268231,0.012369792,0.033333998
9.49676609,3.621468782,5.875292301,0.141123444,0.01679525,9.405161858,3.627796173,5.777365208,0.143522143,0.023209637,0.0500005
9.026560783,3.462269068,5.564294338,0.1707481,0.025008669,9.377220154,3.586780071,5.790444851,0.1686849,0.029882815,0.066666998
8.370322227,3.215761423,5.154569149,0.211143389,0.039463419,8.800170898,3.408932686,5.391245842,0.193945318,0.042317711,0.060653064
7.822687149,2.99617815,4.82650423,0.253131509,0.055966109,7.3360672,2.843492985,4.492578983,0.282747418,0.07858073,0.054881163
7.377478123,2.805240154,4.572241306,0.292334884,0.069521502,7.299728394,2.786266804,4.513467789,0.302473962,0.087207034,0.049658529
6.976716518,2.626282692,4.350427628,0.328840166,0.086197555,6.363275528,2.411201,3.952073574,0.3819336,0.12320964,0.044932898
6.569899559,2.449248552,4.12064743,0.367501736,0.102093451,5.958243847,2.245761156,3.712482929,0.407421887,0.150423184,0.040656965
6.205720425,2.286048651,3.919663668,0.404028714,0.120308168,5.745914936,2.166163206,3.57975173,0.439290375,0.171289071,0.036787946
5.8765769,2.138165712,3.738408804,0.43680653,0.136626646,5.056237221,1.859743476,3.196495533,0.504199266,0.207845062,0.033287108
5.551323414,1.996259928,3.555054426,0.466496199,0.155935764,4.825046539,1.757050753,3.067995787,0.524576843,0.22779949,0.030119421
5.267668724,1.867340326,3.400330544,0.498775601,0.174562246,4.480360508,1.617566824,2.86279726,0.562695324,0.258235693,0.027253179
4.990604877,1.748003244,3.242604733,0.526980758,0.193167046,4.293065071,1.530817628,2.762247324,0.584895849,0.277929693,0.024659697
4.726202488,1.629299402,3.096896887,0.556995511,0.212606192,3.947226524,1.385588288,2.561638355,0.620638072,0.302734405,0.022313016
4.480017662,1.518581271,2.961439371,0.582621813,0.230506688,3.788519144,1.331120253,2.457397938,0.64134115,0.322656274,0.020189652
4.270492554,1.422048569,2.848444223,0.60850817,0.245264828,3.715296984,1.292599916,2.42269659,0.652408898,0.332389355,0.018268352
4.038649082,1.324448586,2.714201927,0.631902337,0.266394347,3.452861786,1.175372362,2.277491093,0.680761755,0.366992205,0.016529888
3.85350585,1.244577527,2.608928204,0.650507152,0.283601344,3.142530203,1.041714787,2.100815773,0.711848974,0.390299499,0.014956862
3.676347971,1.168163538,2.508182526,0.670271337,0.297666013,3.034076452,1.005176783,2.028899908,0.724739611,0.408105493,0.013533528
3.520711422,1.101550817,2.419157267,0.688919485,0.318600476,2.940802336,0.966974795,1.973825693,0.738118529,0.423502624,0.012245643
3.358119488,1.032838106,2.325283289,0.704176068,0.333336949,2.855956078,0.935124278,1.92083323,0.745963574,0.438151062,0.011080316
3.21888566,0.975867927,2.243020535,0.720386207,0.346025497,2.702076674,0.875383437,1.826693296,0.762174547,0.456054717,0.010025884
3.087417126,0.917934775,2.169481993,0.736888886,0.358833224,2.541978598,0.802282274,1.739696622,0.78125006,0.476888061,0.009071795
2.983294964,0.874138951,2.109158278,0.747356117,0.372659504,2.478185177,0.779720902,1.698464394,0.789713562,0.485937536,0.0082085
2.869644165,0.826756418,2.04288888,0.759676278,0.386019856,2.442218304,0.770261586,1.671956778,0.794303417,0.496614605,0.007427358
2.781485319,0.793808103,1.987677932,0.768615663,0.396270394,2.324387789,0.721663773,1.602722526,0.807812572,0.509114623,0.006720551
2.691738129,0.75475055,1.936988235,0.777771771,0.406163335,2.285481691,0.709049404,1.576434135,0.81178391,0.519661486,0.006081006
2.620388508,0.726112187,1.894276142,0.788043976,0.415709525,2.208917141,0.676815212,1.532101274,0.820865929,0.529524744,0.005502322
2.540411472,0.695010901,1.845401525,0.793906033,0.425418258,2.111508608,0.637720168,1.473787665,0.829557359,0.543587267,0.004978707
2.483373642,0.671584368,1.811786413,0.799876511,0.432819009,2.081638336,0.631411135,1.450226665,0.834082067,0.554101586,0.00450492
2.417505503,0.649216056,1.768292308,0.80706054,0.44501996,2.039817572,0.612270773,1.427545786,0.840266943,0.557096362,0.004076221
2.366251469,0.628864348,1.737388253,0.814114511,0.450947046,2.008727074,0.605845213,1.402881742,0.844401062,0.569075525,0.003688317
2.312124729,0.60641402,1.705709338,0.819023073,0.458022714,1.987909079,0.596405864,1.391504288,0.843587279,0.57047528,0.003337327
2.259900808,0.5854249,1.674474597,0.82488519,0.463299692,1.953328848,0.58693713,1.366392136,0.848795593,0.578808606,0.003019738
2.236926079,0.579479873,1.657446861,0.827149808,0.466821283,1.914134741,0.573412836,1.340721607,0.851888061,0.586718798,0.002732372
2.18625474,0.560795903,1.625461221,0.832946897,0.476237446,1.905413032,0.570500195,1.33491075,0.854622424,0.59000653,0.002472353
2.153729439,0.550256789,1.603474379,0.835460782,0.484158307,1.870931268,0.557908714,1.313024521,0.855273485,0.598242223,0.002237077
2.122463465,0.534408331,1.588055372,0.839469969,0.484970987,1.843402624,0.54791069,1.29549098,0.858821631,0.600455761,0.002024191
2.095482111,0.529706299,1.565775633,0.841940463,0.492404223,1.830940843,0.541839182,1.289101243,0.860709667,0.606022179,0.001831564
2.069518089,0.520579338,1.54894042,0.842904866,0.495373189,1.814958453,0.53616482,1.278793931,0.860612035,0.609114587,0.001657268
2.043677807,0.508022666,1.535654426,0.846762359,0.499935001,1.807366133,0.535604,1.271761656,0.861197949,0.612141967,0.001499558
2.023807049,0.500735343,1.523071647,0.848712742,0.501712024,1.785760522,0.528347611,1.257413983,0.864030004,0.61471355,0.001356856
2.017674446,0.499630213,1.518042088,0.849352062,0.504323423,1.779406071,0.526867807,1.252539039,0.864648461,0.619791687,0.001227734
1.997058988,0.494997174,1.502061248,0.849947989,0.510543108,1.762218475,0.51910907,1.243108869,0.86559248,0.619824231,0.0011109
1.980257869,0.484252721,1.496004581,0.854412317,0.508050919,1.763481855,0.522583902,1.24089694,0.867122412,0.621875048,0.001005184
1.966805696,0.485220403,1.481586576,0.853686333,0.512937784,1.75532186,0.520111263,1.23521173,0.867968798,0.623014331,0.000909528
1.948248029,0.476756126,1.471490741,0.855745077,0.515364945,1.750622749,0.519073725,1.231547952,0.868164122,0.625748754,0.000822975
1.940444946,0.472590208,1.467855453,0.857164562,0.51834476,1.734934807,0.513900638,1.221034884,0.869140685,0.628645837,0.000744658
1.925333142,0.463758081,1.461577535,0.860198557,0.518680692,1.72976625,0.513346791,1.216420293,0.869108141,0.630403698,0.000673795
1.919011354,0.463893443,1.45511663,0.859981835,0.519395828,1.743325114,0.517323971,1.226001382,0.868619859,0.628483117,0.000609675
1.917146325,0.464757383,1.452389956,0.859450877,0.519374132,1.723766923,0.511105418,1.212662101,0.870638073,0.631770849,0.000551656
1.913652182,0.462156266,1.451493621,0.859320879,0.520468533,1.717578769,0.507681131,1.209897041,0.870670617,0.633886755,0.000499159
1.894337773,0.457864344,1.436472654,0.861357927,0.525539637,1.7168293,0.508868098,1.207960725,0.871484399,0.634505212,0.000451658
1.891420603,0.457567036,1.433854818,0.860382736,0.527349174,1.711824536,0.506662846,1.205161572,0.870768249,0.634798229,0.000408677
1.881488562,0.450575352,1.430911303,0.862636566,0.526699066,1.707816601,0.505095422,1.202721477,0.873209655,0.638183653,0.000369786
1.872414589,0.449871779,1.42254138,0.862896621,0.529798031,1.706290364,0.504477739,1.201812148,0.872493506,0.637011766,0.000334597
1.880502701,0.452053338,1.428447366,0.862062275,0.527522564,1.702358007,0.503543735,1.198814273,0.872526109,0.638183653,0.000302755
1.870109916,0.449539304,1.420571327,0.864240229,0.531260848,1.696786165,0.502054453,1.194732428,0.872591198,0.639778674,0.000273944
1.870563507,0.451255858,1.419309139,0.864305258,0.530307293,1.673806548,0.491346866,1.182459712,0.876171947,0.645182312,0.000247875
1.853159666,0.444196641,1.408963561,0.863850176,0.533818066,1.674343705,0.491367012,1.18297708,0.876725316,0.641569018,0.000224287
1.851092577,0.443703204,1.407387853,0.86533463,0.533861399,1.674491405,0.491720915,1.182771564,0.876920641,0.641178429,0.000202943
1.855723739,0.442218214,1.413505912,0.865356326,0.530339837,1.675795794,0.492518038,1.183278203,0.877083361,0.642187536,0.00018363
1.851550221,0.442496896,1.409053445,0.86637485,0.534197331,1.676493764,0.492659956,1.183833718,0.876985729,0.641862035,0.000166156
1.847119808,0.438070625,1.409047127,0.867025018,0.533807218,1.670364618,0.490891486,1.179472327,0.877408922,0.643912792,0.000150344
1.845304847,0.439996868,1.405307174,0.866266489,0.534240663,1.674184084,0.492868125,1.181316733,0.877083361,0.64293623,0.000136037
1.847795486,0.439594805,1.408202291,0.865432143,0.534457386,1.667581677,0.489464194,1.178117514,0.876725316,0.644856811,0.000123091
1.8547858,0.446487814,1.408297777,0.864261925,0.53229022,1.670155406,0.490820915,1.179334164,0.877278686,0.645345092,0.000111378
1.852119446,0.445484579,1.406636119,0.864727855,0.536895394,1.667208672,0.489777684,1.177430272,0.877539098,0.645898461,0.000100779
1.847111702,0.437397242,1.409713864,0.867805183,0.532095194,1.665709972,0.489286304,1.176422596,0.877343774,0.645442724,9.12E-05
1.836467981,0.434425473,1.402042508,0.867685974,0.536364436,1.667099237,0.48978889,1.177311063,0.877539098,0.645442724,8.25E-05
1.84371531,0.444041103,1.399675727,0.864933729,0.536797881,1.665009856,0.489046305,1.175964475,0.877246141,0.646061242,7.47E-05
1.832697988,0.437865645,1.394832253,0.866114795,0.53720963,1.671021342,0.492126524,1.178895354,0.877278686,0.645703137,6.76E-05
1.841605067,0.438989759,1.402614236,0.865930617,0.534934163,1.659709692,0.48728779,1.172421813,0.87819016,0.647949278,6.11E-05
1.840483308,0.440240204,1.400242805,0.866775751,0.5363428,1.66051662,0.487446696,1.173069477,0.877734423,0.647298217,5.53E-05
1.835707426,0.439400017,1.39630723,0.866429031,0.537848949,1.665317416,0.489454508,1.175863147,0.877604187,0.646419287,5.00E-05
1.841023088,0.444887668,1.396135688,0.865226269,0.537014604,1.665299654,0.489347875,1.175950527,0.877701879,0.646907568,4.53E-05
1.835393906,0.436211705,1.399182081,0.867404223,0.53750217,1.661737561,0.488403857,1.173334599,0.877669334,0.647265673,4.10E-05
1.838402033,0.43987754,1.398524761,0.865572989,0.536992908,1.658895373,0.486796439,1.17209959,0.878320336,0.646777391,3.71E-05
